tripID,realized_secs,simulated_secs
9555,2291.55,2054.74323934495
9559,1533.5,1743.56767628642
9574,577.36,647.874780024022
9591,729.6,854.681077430209
9595,1453.44,1364.35018662414
9619,232.22,273.41343581122
9622,1477.47,1514.71082164168
9632,1990.33,1415.50999069121
9645,2106.89,1859.17376192932
9649,926.02,927.255635123436
9672,2601.42,2082.88248999624
9674,1121.22,1187.6366273827
9677,1030.35,941.910234509028
9680,1804.18,1830.42426075244
9682,2078.8,2053.67583160382
9683,1714.98,1815.44565798344
9731,2388.38,2661.54009602717
9759,1084.39,837.072195828266
9760,897.72,1299.46268565973
9779,1054.74,1021.11002767832
9822,1508.67,1378.76350332206
9838,2113.32,2493.88222627841
9846,1615.28,1203.95061229688
9852,2250.45,1997.26254944043
9854,1312.11,1491.84774146463
9856,1044.79,1413.15286843104
9864,701.86,625.670646379889
9885,1541.21,1228.51006901304
9887,1284.69,1331.60801829255
9889,876.57,811.997669151543
9894,2615.52,2662.94196266659
9899,1045.99,1056.39844218472
9920,2177.89,1649.02923084427
9923,891.42,836.137610023526
9933,918.14,917.232889536325
9934,980.57,899.265474031088
9942,1183.03,1066.2683842471
9949,792.89,908.569730491757
9969,1479.67,1515.63478036737
9978,663.13,686.911509135271
9984,435.74,655.847371981247
10001,2153.5,2299.71597082658
10013,426.66,354.676538421779
10023,1452.85,1794.13296744147
10027,116.43,104.285058745266
10044,1121.72,1228.47275350241
10064,500.66,459.37282151085
10066,1329.85,1421.27548292752
10069,257.45,391.009158565644
10138,1567.18,1402.66705266602
10141,883.9,1002.06230508127
10153,1516.75,1597.3333791938
10163,231.29,323.671584052432
10165,3044.36,2669.77788880655
10169,934.41,1396.19058413522
10170,1093.03,1350.34643288544
10181,1295.16,1150.86387555395
10182,2015.99,1537.58990927481
10185,1833.05,1855.36308520701
10199,668.49,518.266060288392
10212,950.68,1363.29133676826
10217,2703.59,2492.10676245839
10219,65.11,225.455865691773
10261,1244.45,1552.41326661972
10265,1017.09,1061.7599529591
10293,910.91,1209.08632208381
10294,1123.91,1146.42193635152
10298,2038.67,2595.85638336084
10305,2794.07,3092.64913506285
10307,899.95,981.360750004955
10317,372.73,450.436879440601
10318,769.95,716.463602984578
10331,976.6,834.818411310742
10334,1635.49,1829.49559375278
10340,2239.5,2178.17410699927
10354,1850.72,2232.31749386796
10356,1490.21,1556.63810920239
10366,1101.97,1049.84357195985
10378,748.76,907.857865305296
10392,1988.14,1945.03463514714
10402,2281.62,1548.27856588507
10407,1255.34,1351.44217344628
10411,1277.92,1336.82944620154
10417,2529.49,2689.60424383497
10422,814.92,800.715119779894
10423,441.43,537.552905374426
10424,399.54,371.132960331714
10460,3094.33,3313.62505005712
10469,410.01,420.313361735906
