model,tripID,real_price,strike,premium,profit
trip-specific,2948,25.7376390666667,25.2974000007719,0.363058932759302,-0.0771801331354957
trip-specific,2949,27.0524875333333,27.6670690385384,0.364508535613002,0.364508535613002
trip-specific,2955,39.9370093666667,40.6879256321581,0.255971598735539,0.255971598735539
trip-specific,2956,28.8981944,29.2495815429085,0.313677952989899,0.313677952989899
trip-specific,2966,23.5184399333333,22.9352615570562,0.199885010973134,-0.383293365303977
trip-specific,2970,19.1321524666667,18.2310089099033,0.351865149601331,-0.549278407162077
trip-specific,2974,21.3708467333333,20.6885583003968,0.291723310516406,-0.390565122420125
trip-specific,2977,41.1142113666667,40.479308209452,0.578130204863914,-0.0567729523507868
trip-specific,3000,23.2149867,23.9351973989897,0.198072184934972,0.198072184934972
trip-specific,3001,34.7403935333333,40.1842223919374,11.0413180889849,11.0413180889849
trip-specific,3004,32.9663107333333,32.7632213397856,0.114243741516852,-0.0888456520308975
trip-specific,3011,21.4427228,21.5059605016319,0.160963255196707,0.160963255196707
trip-specific,3015,32.5519443666667,32.2147867873334,0.431060986655992,0.093903407322677
trip-specific,3048,20.0910275,19.2259038865474,0.218903024317417,-0.64622058913515
trip-specific,3067,19.5565482,19.2617047346256,0.332453513634815,0.0376100482604377
trip-specific,3084,13.9817577666667,14.5937251453043,0.268357733318393,0.268357733318393
trip-specific,3109,76.6842519333333,78.6649048485853,0.442738169610382,0.442738169610382
trip-specific,3117,39.5439634333333,41.8613696346567,0.512538880898729,0.512538880898729
trip-specific,3120,20.9250706666667,22.6199278747231,0.452090289785903,0.452090289785903
trip-specific,3160,28.6881684333333,28.9751117828699,0.399644732123158,0.399644732123158
trip-specific,3164,22.4701464666667,23.4999511340189,0.304202279727929,0.304202279727929
trip-specific,3176,15.7349357333333,14.6366909920647,0.323101775807653,-0.775142965460978
trip-specific,3183,16.6506397666667,16.9048375234985,0.370945840529308,0.370945840529308
trip-specific,3188,15.1345464333333,15.8453390822809,0.415701821437248,0.415701821437248
trip-specific,3206,26.1855841666667,25.9567410050971,0.421010346611717,0.192167185042142
